finger,acc_x,acc_y,acc_z,orientation,quat_w,quat_x,quat_y,quat_z,target
RING,-0.119,-0.036,-0.986,Down,-0.014,-0.99,0.122,0.064,T
MIDDLE,-0.28,0.047,-0.956,Down,-0.093,-0.846,-0.514,0.105,T
THUMB,-0.74,-0.615,0.34,Towards you,0.066,-0.474,-0.327,0.815,T
INDEX,-0.813,-0.087,0.382,Away from you,-0.798,-0.137,-0.482,0.336,T
PALM,0.274,-0.078,-1.002,Down,-0.145,0.369,0.917,0.039,T
PINKY,-0.316,0.091,-0.972,Down,0.076,-0.546,0.819,0.157,T
RING,-0.114,-0.054,-0.978,Down,-0.012,-0.994,0.095,0.052,T
MIDDLE,-0.266,0.032,-0.956,Down,-0.091,-0.83,-0.542,0.095,T
THUMB,-0.743,-0.626,0.334,Towards you,0.042,-0.47,-0.34,0.814,T
INDEX,-0.786,-0.118,0.369,Away from you,-0.802,-0.12,-0.497,0.308,T
PALM,0.283,-0.07,-0.997,Down,-0.138,0.353,0.925,0.041,U
PINKY,-0.303,0.051,-0.975,Down,0.07,-0.571,0.805,0.147,U
RING,-0.062,-0.077,-0.973,Down,-0.005,-0.997,0.074,0.037,U
MIDDLE,-0.214,0.028,-0.989,Down,-0.075,-0.823,-0.558,0.08,U
THUMB,-0.734,-0.596,0.251,Towards you,0.02,-0.48,-0.336,0.81,U
INDEX,-0.839,-0.118,0.326,Away from you,-0.791,-0.115,-0.523,0.298,U
PALM,0.219,-0.054,-1.019,Down,-0.111,0.368,0.922,0.045,U
PINKY,-0.318,-0.071,-0.994,Down,0.099,-0.555,0.819,0.103,U
RING,-0.026,-0.172,-0.979,Down,0.062,-0.991,0.119,0.023,U
MIDDLE,-0.184,-0.168,-0.988,Down,0.005,-0.848,-0.518,0.109,U
THUMB,-0.896,-0.522,0.205,Towards you,0.065,-0.569,-0.333,0.749,U
INDEX,-0.859,-0.277,0.259,Away from you,-0.732,-0.072,-0.559,0.383,U
PALM,0.168,0.119,-1.069,Down,-0.059,0.421,0.898,0.117,U
PINKY,-0.334,-0.18,-1.034,Down,0.107,-0.567,0.812,0.083,U
RING,-0.016,-0.135,-0.962,Down,0.057,-0.994,0.089,0.011,U
MIDDLE,-0.159,-0.066,-0.978,Down,-0.011,-0.83,-0.551,0.087,U
THUMB,-0.77,-0.576,0.186,Towards you,0.017,-0.524,-0.336,0.782,U
INDEX,-0.868,-0.093,0.263,Away from you,-0.766,-0.09,-0.56,0.303,U
PALM,0.182,-0.012,-1.034,Down,-0.082,0.384,0.918,0.062,U
PINKY,-0.277,-0.026,-0.963,Down,0.067,-0.592,0.795,0.11,U
RING,0.002,-0.118,-0.976,Down,0.016,-0.998,0.059,0.006,U
MIDDLE,-0.174,-0.031,-0.987,Down,-0.051,-0.813,-0.577,0.057,U
THUMB,-0.805,-0.528,0.298,Towards you,-0.002,-0.494,-0.328,0.805,U
INDEX,-0.904,-0.077,0.277,Away from you,-0.776,-0.109,-0.559,0.27,U
PALM,0.147,-0.071,-1.038,Down,-0.089,0.388,0.917,0.031,U
MIDDLE,-0.545,0.156,-0.812,Down,-0.257,-0.718,-0.629,0.151,U
THUMB,-0.44,-0.798,0.456,Right,0.101,-0.302,-0.431,0.844,U
INDEX,-0.566,0.048,0.657,Up,-0.936,-0.056,-0.316,0.148,U
PALM,0.596,-0.193,-0.855,Down,-0.298,0.555,0.768,0.118,U
PINKY,-0.501,0.322,-0.799,Down,0.025,-0.656,0.677,0.332,U
RING,-0.341,0.183,-0.901,Down,-0.131,-0.974,-0.027,0.181,U
MIDDLE,-0.547,0.163,-0.812,Down,-0.257,-0.715,-0.633,0.149,U
THUMB,-0.411,-0.812,0.439,Right,0.1,-0.302,-0.431,0.844,U
INDEX,-0.58,0.033,0.661,Up,-0.936,-0.054,-0.317,0.143,U
PALM,0.592,-0.193,-0.863,Down,-0.296,0.566,0.76,0.123,U
PINKY,-0.492,0.309,-0.804,Down,0.022,-0.662,0.671,0.333,U
RING,-0.355,0.178,-0.899,Down,-0.132,-0.974,-0.031,0.181,U
MIDDLE,-0.543,0.183,-0.807,Down,-0.258,-0.713,-0.635,0.148,U
THUMB,-0.443,-0.812,0.444,Right,0.101,-0.303,-0.43,0.845,U
INDEX,-0.563,0.026,0.657,Up,-0.936,-0.053,-0.318,0.14,U
PALM,0.599,-0.199,-0.845,Down,-0.294,0.578,0.75,0.128,U
PINKY,-0.504,0.318,-0.816,Down,0.018,-0.667,0.666,0.332,U
RING,-0.336,0.181,-0.886,Down,-0.134,-0.974,-0.035,0.18,U
MIDDLE,-0.549,0.178,-0.811,Down,-0.259,-0.71,-0.638,0.147,U
THUMB,-0.42,-0.801,0.459,Right,0.102,-0.302,-0.43,0.845,U
INDEX,-0.566,0.039,0.655,Up,-0.937,-0.052,-0.316,0.136,U
PALM,0.599,-0.165,-0.858,Down,-0.292,0.589,0.742,0.132,U
PINKY,-0.489,0.311,-0.805,Down,0.015,-0.674,0.659,0.333,U
RING,-0.355,0.177,-0.881,Down,-0.134,-0.973,-0.041,0.181,U
MIDDLE,-0.548,0.157,-0.811,Down,-0.261,-0.705,-0.643,0.148,U
THUMB,-0.422,-0.818,0.444,Right,0.102,-0.301,-0.432,0.844,U
INDEX,-0.598,0.066,0.693,Up,-0.939,-0.047,-0.315,0.129,U
PALM,0.604,-0.163,-0.828,Down,-0.295,0.597,0.732,0.142,U
PINKY,-0.585,0.35,-0.676,Down,0.045,-0.65,0.642,0.405,U
RING,-0.719,0.159,-0.664,Down,-0.138,-0.932,-0.018,0.335,U
MIDDLE,-0.809,0.16,-0.458,Right,-0.389,-0.651,-0.562,0.329,U
THUMB,-0.145,-0.848,0.409,Right,0.192,-0.221,-0.477,0.828,U
INDEX,-0.33,-0.046,0.817,Up,-0.974,0.007,-0.189,0.124,U
PALM,0.79,-0.137,-0.718,Left,-0.366,0.579,0.693,0.223,U
PINKY,-0.768,0.603,-0.079,Left,0.145,-0.422,0.616,0.648,U
RING,-0.836,0.375,-0.136,Towards you,-0.192,-0.752,0.126,0.618,U
MIDDLE,-0.941,0.29,0.521,Right,-0.594,-0.471,-0.276,0.591,U
THUMB,0.069,-0.854,0.512,Right,0.306,-0.152,-0.479,0.808,U
INDEX,0.159,0.042,0.928,Up,-0.981,0.029,0.064,0.179,U
PALM,0.941,-0.161,-0.429,Left,-0.448,0.585,0.6,0.311,U
PINKY,-0.522,0.709,0.323,Left,0.186,-0.2,0.554,0.787,U
RING,-0.696,0.599,0.283,Towards you,-0.24,-0.531,0.233,0.778,U
MIDDLE,0.332,0.442,0.935,Up,-0.642,-0.009,0.27,0.718,U
THUMB,0.228,-0.836,0.534,Right,0.365,-0.085,-0.476,0.795,U
INDEX,0.605,-0.046,0.664,Up,-0.922,0.091,0.314,0.205,U
PALM,0.961,-0.199,-0.396,Left,-0.466,0.591,0.562,0.342,U
PINKY,-0.453,0.741,0.52,Left,0.217,-0.096,0.476,0.847,U
RING,-0.575,0.555,0.672,Towards you,-0.235,-0.389,0.235,0.859,U
MIDDLE,0.933,0.34,0.195,Left,-0.532,0.354,0.439,0.631,U
THUMB,0.371,-0.866,0.461,Right,0.463,-0.103,-0.513,0.716,U
INDEX,0.768,0.203,0.529,Towards you,-0.812,0.1,0.442,0.368,U
PALM,1.029,0.013,-0.226,Left,-0.406,0.616,0.471,0.483,U
PINKY,-0.501,0.67,0.617,Left,0.356,-0.103,0.438,0.819,U
RING,-0.659,0.415,0.631,Towards you,-0.058,-0.367,0.205,0.905,U
MIDDLE,0.932,-0.1,0.384,Left,-0.449,0.477,0.284,0.7,U
THUMB,0.446,-0.835,0.461,Towards you,0.605,-0.15,-0.517,0.586,U
INDEX,0.892,0.174,0.247,Left,-0.665,0.207,0.539,0.474,U
PALM,1.036,0.05,-0.162,Left,-0.31,0.657,0.379,0.573,U
PINKY,-0.487,0.524,0.542,Left,0.44,-0.103,0.422,0.786,U
RING,-0.721,0.356,0.744,Up,0.035,-0.347,0.189,0.918,U
MIDDLE,0.884,-0.107,0.447,Left,-0.41,0.452,0.169,0.774,U
THUMB,0.552,-0.853,0.391,Towards you,0.651,-0.165,-0.526,0.522,U
INDEX,0.948,0.144,0.032,Left,-0.606,0.285,0.554,0.494,U
PALM,1.008,0.054,-0.21,Left,-0.268,0.665,0.345,0.605,U
PINKY,-0.561,0.489,0.57,Left,0.469,-0.127,0.426,0.763,U
RING,-0.627,0.393,0.66,Towards you,0.072,-0.375,0.194,0.904,U
MIDDLE,0.911,0.03,0.422,Away from you,-0.365,0.493,0.163,0.773,U
THUMB,0.545,-0.734,0.435,Towards you,0.661,-0.186,-0.501,0.526,U
INDEX,0.801,0.105,0.535,Left,-0.654,0.265,0.448,0.549,U
PALM,1.008,0.075,-0.301,Left,-0.244,0.712,0.324,0.574,U
PINKY,-0.647,0.492,0.527,Left,0.466,-0.149,0.434,0.756,U
RING,-0.886,0.229,0.566,Towards you,0.059,-0.44,0.166,0.881,U
MIDDLE,0.849,-0.223,0.525,Left,-0.413,0.453,0.173,0.771,U
THUMB,0.32,-0.958,0.388,Towards you,0.603,-0.241,-0.516,0.558,U
INDEX,0.704,0.009,0.566,Left,-0.709,0.274,0.363,0.539,U
PALM,0.982,0.049,-0.324,Left,-0.218,0.724,0.358,0.547,U
PINKY,-0.724,0.551,0.478,Left,0.458,-0.198,0.45,0.741,U
RING,-0.883,0.187,0.468,Towards you,0.07,-0.479,0.16,0.861,U
MIDDLE,0.831,-0.007,0.564,Left,-0.405,0.449,0.146,0.783,U
THUMB,0.376,-0.823,0.338,Towards you,0.61,-0.263,-0.523,0.534,U
INDEX,0.544,0.049,0.715,Up,-0.683,0.232,0.283,0.632,U
PALM,0.979,0.22,-0.307,Away from you,-0.17,0.722,0.334,0.582,U
PINKY,-0.601,0.376,0.499,Left,0.497,-0.214,0.411,0.733,U
RING,-0.925,0.129,0.473,Towards you,0.108,-0.473,0.126,0.865,U
MIDDLE,0.732,-0.279,0.69,Away from you,-0.381,0.434,0.045,0.815,U
THUMB,0.44,-0.926,0.251,Towards you,0.63,-0.285,-0.544,0.475,U
INDEX,0.733,0.223,0.532,Left,-0.598,0.236,0.394,0.657,U
PALM,0.991,0.212,-0.219,Away from you,-0.129,0.712,0.312,0.616,U
PINKY,-0.757,0.337,0.481,Left,0.503,-0.241,0.42,0.716,U
RING,-0.845,0.186,0.469,Towards you,0.123,-0.492,0.134,0.851,U
MIDDLE,0.716,-0.255,0.665,Away from you,-0.366,0.404,-0.002,0.838,U
THUMB,0.506,-0.853,0.301,Towards you,0.657,-0.288,-0.545,0.434,U
INDEX,0.893,0.09,0.312,Left,-0.546,0.37,0.45,0.602,U
PALM,0.98,0.253,-0.248,Away from you,-0.103,0.709,0.266,0.645,U
PINKY,-0.676,0.335,0.566,Left,0.533,-0.221,0.386,0.719,U
RING,-0.86,0.106,0.5,Towards you,0.142,-0.48,0.139,0.855,U
MIDDLE,0.763,-0.26,0.658,Away from you,-0.357,0.419,0.049,0.833,U
THUMB,0.602,-0.81,0.197,Towards you,0.678,-0.272,-0.554,0.398,U
INDEX,0.869,0.182,0.263,Left,-0.546,0.363,0.456,0.602,U
PALM,1.007,0.164,-0.142,Away from you,-0.099,0.7,0.223,0.671,U
PINKY,-0.648,0.408,0.569,Left,0.528,-0.203,0.396,0.723,U
RING,-0.84,0.183,0.502,Towards you,0.141,-0.475,0.172,0.852,U
MIDDLE,0.761,-0.126,0.646,Away from you,-0.317,0.45,0.057,0.833,U
THUMB,0.611,-0.81,0.266,Towards you,0.705,-0.266,-0.538,0.379,U
INDEX,0.917,0.146,0.264,Left,-0.516,0.387,0.459,0.611,U
PALM,1.015,0.179,-0.139,Away from you,-0.09,0.698,0.188,0.685,U
PINKY,-0.633,0.425,0.569,Left,0.519,-0.194,0.386,0.737,U
RING,-0.828,0.216,0.509,Towards you,0.129,-0.472,0.185,0.852,U
MIDDLE,0.865,-0.185,0.549,Away from you,-0.306,0.506,0.084,0.802,U
THUMB,0.685,-0.756,0.258,Towards you,0.717,-0.252,-0.552,0.343,U
INDEX,0.974,0.196,0.129,Left,-0.474,0.414,0.536,0.563,U
PALM,1.038,0.167,-0.043,Away from you,-0.082,0.671,0.16,0.719,U
PINKY,-0.562,0.312,0.757,Left,0.51,-0.17,0.351,0.767,U
RING,-0.83,0.295,0.557,Towards you,0.116,-0.445,0.187,0.868,U
MIDDLE,0.98,-0.185,0.168,Away from you,-0.3,0.602,0.109,0.732,U
THUMB,0.639,-0.725,0.378,Towards you,0.734,-0.226,-0.553,0.322,U
INDEX,0.966,0.291,0.012,Left,-0.437,0.434,0.585,0.529,U
PALM,1.036,0.109,0.031,Away from you,-0.086,0.664,0.13,0.731,U
PINKY,-0.53,0.453,0.65,Left,0.488,-0.149,0.361,0.781,U
RING,-0.771,0.316,0.517,Towards you,0.093,-0.436,0.2,0.872,U
MIDDLE,0.953,-0.112,0.283,Away from you,-0.296,0.59,0.142,0.737,U
THUMB,0.734,-0.614,0.31,Towards you,0.737,-0.21,-0.55,0.333,U
INDEX,0.975,0.272,-0.011,Left,-0.457,0.408,0.591,0.525,U
PALM,1.031,0.136,0.048,Away from you,-0.093,0.664,0.135,0.729,U
PINKY,-0.59,0.425,0.618,Left,0.458,-0.179,0.36,0.793,U
RING,-0.831,0.305,0.468,Towards you,0.07,-0.46,0.181,0.866,V
MIDDLE,0.974,-0.173,0.286,Away from you,-0.315,0.567,0.153,0.746,V
THUMB,0.668,-0.672,0.421,Towards you,0.772,-0.211,-0.512,0.311,V
INDEX,0.956,0.293,0.044,Left,-0.466,0.4,0.584,0.53,V
PALM,1.045,0.14,0.028,Away from you,-0.086,0.673,0.131,0.723,V
PINKY,-0.598,0.468,0.631,Left,0.439,-0.192,0.358,0.801,V
RING,-0.825,0.268,0.482,Towards you,0.057,-0.467,0.173,0.865,V
MIDDLE,0.958,-0.138,0.298,Away from you,-0.319,0.56,0.155,0.749,V
THUMB,0.663,-0.712,0.421,Towards you,0.766,-0.21,-0.517,0.318,V
INDEX,0.971,0.269,0.006,Left,-0.47,0.398,0.58,0.534,V
PALM,1.028,0.129,-0.003,Away from you,-0.082,0.674,0.13,0.722,V
PINKY,-0.581,0.431,0.625,Left,0.422,-0.207,0.355,0.808,V
RING,-0.857,0.273,0.469,Towards you,0.043,-0.475,0.163,0.863,V
MIDDLE,0.949,-0.125,0.345,Away from you,-0.32,0.551,0.156,0.754,V
THUMB,0.682,-0.673,0.396,Towards you,0.766,-0.208,-0.518,0.319,V
INDEX,0.959,0.27,0.098,Left,-0.472,0.394,0.577,0.537,V
PALM,1.03,0.135,-0.003,Away from you,-0.077,0.677,0.127,0.721,V
PINKY,-0.588,0.44,0.616,Left,0.403,-0.221,0.352,0.816,V
RING,-0.822,0.253,0.457,Towards you,0.031,-0.482,0.154,0.862,V
MIDDLE,0.937,-0.101,0.37,Away from you,-0.325,0.546,0.161,0.755,V
THUMB,0.695,-0.662,0.394,Towards you,0.773,-0.203,-0.514,0.312,V
INDEX,0.956,0.273,0.108,Left,-0.476,0.392,0.575,0.538,V
PALM,1.039,0.122,0.012,Away from you,-0.068,0.678,0.12,0.722,V
PINKY,-0.625,0.453,0.61,Left,0.386,-0.232,0.351,0.821,V
RING,-0.823,0.268,0.444,Towards you,0.021,-0.489,0.149,0.859,V
MIDDLE,0.907,-0.076,0.456,Away from you,-0.286,0.518,0.131,0.796,V
THUMB,0.695,-0.357,0.694,Towards you,0.869,-0.074,-0.408,0.269,V
INDEX,0.959,0.237,0.131,Left,-0.433,0.436,0.513,0.6,V
PALM,1.039,0.123,0.013,Away from you,0.073,0.691,-0.026,0.719,V
PINKY,-0.678,0.467,0.513,Left,0.118,-0.37,0.298,0.872,V
RING,-0.847,0.285,0.385,Towards you,-0.146,-0.548,0.067,0.821,V
MIDDLE,0.916,-0.08,0.406,Away from you,-0.281,0.524,0.127,0.794,V
THUMB,0.707,-0.366,0.685,Towards you,0.869,-0.07,-0.409,0.267,V
INDEX,0.952,0.25,0.147,Left,-0.428,0.442,0.512,0.6,V
PALM,1.034,0.11,-0.005,Away from you,0.081,0.689,-0.034,0.719,V
PINKY,-0.672,0.453,0.511,Towards you,0.102,-0.376,0.29,0.874,V
RING,-0.853,0.284,0.361,Towards you,-0.154,-0.55,0.059,0.819,V
MIDDLE,0.91,-0.073,0.432,Away from you,-0.279,0.521,0.124,0.797,V
THUMB,0.703,-0.384,0.702,Towards you,0.868,-0.071,-0.409,0.271,V
INDEX,0.954,0.247,0.104,Left,-0.427,0.443,0.507,0.604,V
PALM,1.032,0.111,0.006,Away from you,0.088,0.689,-0.039,0.718,V
PINKY,-0.68,0.455,0.502,Towards you,0.084,-0.384,0.282,0.875,V
RING,-0.869,0.292,0.349,Towards you,-0.164,-0.553,0.051,0.815,V
MIDDLE,0.917,-0.097,0.418,Away from you,-0.278,0.518,0.123,0.799,V
THUMB,0.702,-0.378,0.694,Towards you,0.867,-0.073,-0.41,0.274,V
INDEX,0.957,0.225,0.155,Left,-0.425,0.444,0.503,0.607,V
PALM,1.034,0.126,-0.01,Away from you,0.096,0.691,-0.044,0.715,V
PINKY,-0.646,0.461,0.507,Towards you,0.07,-0.391,0.275,0.875,V
MIDDLE,0.87,-0.067,0.521,Away from you,-0.267,0.498,0.118,0.817,V
THUMB,0.681,-0.374,0.7,Towards you,0.868,-0.073,-0.404,0.28,V
INDEX,0.906,-0.027,0.453,Left,-0.449,0.417,0.453,0.647,V
PALM,1.036,0.109,-0.013,Away from you,0.101,0.698,-0.056,0.707,V
PINKY,-0.679,0.476,0.57,Towards you,0.059,-0.384,0.268,0.882,V
RING,-0.779,0.262,0.3,Towards you,-0.181,-0.543,0.035,0.819,V
MIDDLE,0.885,-0.025,0.505,Away from you,-0.233,0.487,0.114,0.834,V
THUMB,0.673,-0.363,0.667,Towards you,0.86,-0.06,-0.405,0.306,V
INDEX,0.921,-0.154,0.361,Left,-0.488,0.429,0.367,0.666,V
PALM,1.034,0.126,-0.009,Away from you,0.088,0.697,-0.044,0.71,V
PINKY,-0.413,0.514,0.772,Up,-0.017,-0.24,0.234,0.942,V
RING,-0.469,0.295,0.818,Up,-0.255,-0.297,0.064,0.918,V
MIDDLE,0.909,-0.004,0.408,Away from you,-0.237,0.502,0.127,0.822,V
THUMB,0.624,-0.611,0.584,Towards you,0.784,-0.114,-0.441,0.421,V
INDEX,0.88,-0.17,0.38,Left,-0.516,0.506,0.289,0.628,V
PALM,1.03,0.097,-0.074,Away from you,0.055,0.715,-0.011,0.697,V
PINKY,-0.054,0.42,0.908,Up,-0.062,-0.047,0.183,0.98,V
RING,-0.094,0.286,0.935,Up,-0.302,-0.103,0.088,0.944,V
MIDDLE,0.933,-0.04,0.388,Away from you,-0.237,0.513,0.135,0.814,V
THUMB,0.601,-0.796,0.349,Towards you,0.642,-0.133,-0.549,0.518,V
INDEX,0.923,-0.404,0.138,Left,-0.531,0.607,0.251,0.536,V
PALM,-0.0,-0.0,-0.0,Away from you,0.038,0.741,-0.011,0.67,V
PINKY,-0.211,0.434,0.822,Up,-0.081,-0.132,0.176,0.972,V
RING,-0.654,0.365,0.911,Up,-0.268,-0.316,0.045,0.909,V
MIDDLE,-0.548,-0.01,0.67,Up,-0.123,-0.323,-0.034,0.938,V
THUMB,0.608,-0.811,0.14,Towards you,0.549,-0.121,-0.64,0.524,V
INDEX,-0.345,-0.238,0.615,Up,-0.657,0.015,-0.204,0.726,V
PALM,1.014,0.094,-0.117,Away from you,0.068,0.72,-0.022,0.69,V
PINKY,-0.662,0.386,0.564,Towards you,-0.041,-0.401,0.168,0.899,V
RING,-0.946,0.162,0.425,Towards you,-0.173,-0.535,-0.059,0.825,V
MIDDLE,-0.809,-0.183,0.452,Towards you,-0.099,-0.503,-0.181,0.839,V
THUMB,0.642,-0.85,-0.09,Towards you,0.516,-0.146,-0.702,0.469,V
INDEX,-0.69,-0.282,0.412,Right,-0.589,-0.152,-0.427,0.669,V
PALM,1.002,0.101,0.031,Away from you,0.116,0.668,-0.044,0.733,V
PINKY,-0.687,0.361,0.519,Towards you,-0.032,-0.402,0.158,0.901,V
RING,-0.932,0.121,0.358,Towards you,-0.155,-0.555,-0.059,0.815,V
MIDDLE,-0.847,-0.17,0.269,Towards you,-0.068,-0.57,-0.156,0.804,V
THUMB,0.616,-0.856,-0.078,Towards you,0.529,-0.18,-0.701,0.443,V
INDEX,-0.928,-0.21,0.181,Right,-0.546,-0.271,-0.478,0.633,V
PALM,1.015,0.176,0.038,Away from you,0.14,0.669,-0.047,0.729,V
PINKY,-0.812,0.354,0.405,Towards you,-0.031,-0.496,0.155,0.854,V
RING,-0.885,0.088,0.194,Towards you,-0.138,-0.609,-0.082,0.777,V
MIDDLE,-0.946,-0.225,0.265,Towards you,-0.068,-0.593,-0.185,0.781,V
THUMB,0.573,-0.852,-0.089,Towards you,0.536,-0.225,-0.691,0.43,V
INDEX,-0.867,-0.25,0.185,Right,-0.535,-0.277,-0.509,0.615,V
PALM,1.024,0.127,0.116,Away from you,0.158,0.659,-0.065,0.733,V
PINKY,-0.761,0.368,0.449,Towards you,-0.048,-0.472,0.159,0.866,V
RING,-0.872,0.108,0.249,Towards you,-0.15,-0.589,-0.072,0.791,V
MIDDLE,-0.901,-0.208,0.308,Towards you,-0.075,-0.569,-0.184,0.798,V
THUMB,0.495,-0.87,0.083,Towards you,0.594,-0.282,-0.633,0.408,V
INDEX,-0.913,-0.307,0.163,Right,-0.529,-0.286,-0.523,0.604,V
PALM,1.022,0.15,0.074,Away from you,0.169,0.659,-0.083,0.728,V
PINKY,-0.738,0.358,0.488,Towards you,-0.061,-0.463,0.15,0.871,V
RING,-0.915,0.08,0.296,Towards you,-0.153,-0.579,-0.076,0.797,V
MIDDLE,-0.895,-0.21,0.288,Towards you,-0.07,-0.566,-0.196,0.798,V
THUMB,0.509,-0.85,0.244,Towards you,0.654,-0.277,-0.57,0.412,V
INDEX,-0.877,-0.3,0.127,Right,-0.52,-0.282,-0.552,0.587,V
PALM,1.024,0.173,0.027,Away from you,0.173,0.67,-0.088,0.716,V
PINKY,-0.767,0.35,0.448,Towards you,-0.078,-0.489,0.138,0.858,V
RING,-0.942,0.076,0.262,Towards you,-0.159,-0.594,-0.09,0.783,V
MIDDLE,-0.924,-0.212,0.279,Towards you,-0.074,-0.576,-0.202,0.788,V
THUMB,0.554,-0.834,0.23,Towards you,0.662,-0.268,-0.558,0.424,V
INDEX,-0.889,-0.334,0.131,Right,-0.527,-0.273,-0.568,0.57,V
PALM,1.026,0.172,0.031,Away from you,0.173,0.673,-0.088,0.714,V
PINKY,-0.778,0.37,0.412,Towards you,-0.109,-0.497,0.123,0.852,V
RING,-0.95,0.055,0.225,Towards you,-0.182,-0.596,-0.109,0.775,V
MIDDLE,-0.907,-0.197,0.249,Towards you,-0.094,-0.578,-0.217,0.781,V
THUMB,0.503,-0.867,0.251,Towards you,0.65,-0.262,-0.557,0.445,V
INDEX,-0.882,-0.333,0.11,Right,-0.541,-0.265,-0.588,0.54,V
PALM,1.025,0.182,-0.008,Away from you,0.163,0.685,-0.08,0.706,V
PINKY,-0.78,0.328,0.433,Towards you,-0.137,-0.513,0.097,0.842,V
RING,-0.922,0.047,0.242,Towards you,-0.202,-0.594,-0.135,0.767,V
MIDDLE,-0.93,-0.203,0.253,Towards you,-0.11,-0.573,-0.236,0.777,V
THUMB,0.528,-0.856,0.207,Towards you,0.63,-0.253,-0.574,0.459,V
INDEX,-0.895,-0.324,0.113,Right,-0.558,-0.246,-0.6,0.519,V
PALM,1.026,0.168,0.007,Away from you,0.156,0.686,-0.07,0.707,V
PINKY,-0.786,0.324,0.432,Towards you,-0.176,-0.509,0.079,0.839,V
RING,-0.93,0.073,0.257,Towards you,-0.238,-0.58,-0.148,0.765,V
MIDDLE,-0.916,-0.193,0.277,Towards you,-0.14,-0.555,-0.242,0.783,V
THUMB,0.514,-0.863,0.208,Towards you,0.605,-0.231,-0.595,0.476,V
INDEX,-0.873,-0.295,0.12,Right,-0.583,-0.226,-0.601,0.497,V
PALM,1.031,0.157,-0.001,Away from you,0.149,0.688,-0.068,0.707,V
PINKY,-0.762,0.315,0.453,Towards you,-0.204,-0.502,0.062,0.838,V
RING,-0.93,0.087,0.264,Towards you,-0.258,-0.568,-0.157,0.765,V
MIDDLE,-0.944,-0.195,0.295,Towards you,-0.154,-0.543,-0.249,0.787,V
THUMB,0.511,-0.847,0.149,Towards you,0.588,-0.223,-0.609,0.484,V
INDEX,-0.891,-0.321,0.142,Right,-0.593,-0.207,-0.608,0.485,V
PALM,1.022,0.194,0.016,Away from you,0.156,0.689,-0.063,0.705,V
PINKY,-0.768,0.317,0.479,Towards you,-0.223,-0.501,0.039,0.835,V
RING,-0.904,0.049,0.308,Towards you,-0.268,-0.557,-0.172,0.767,V
MIDDLE,-0.869,-0.239,0.306,Towards you,-0.155,-0.534,-0.26,0.79,V
THUMB,0.498,-0.893,0.132,Towards you,0.576,-0.22,-0.62,0.485,V
INDEX,-0.867,-0.343,0.111,Right,-0.596,-0.19,-0.618,0.476,V
PALM,1.022,0.209,-0.079,Away from you,0.16,0.695,-0.058,0.699,V
PINKY,-0.766,0.333,0.472,Towards you,-0.244,-0.504,0.025,0.828,V
RING,-0.921,0.077,0.307,Towards you,-0.284,-0.555,-0.181,0.76,V
MIDDLE,-0.892,-0.209,0.328,Towards you,-0.166,-0.532,-0.261,0.788,V
THUMB,0.508,-0.885,0.17,Towards you,0.577,-0.212,-0.617,0.491,V
INDEX,-0.875,-0.355,0.139,Right,-0.608,-0.183,-0.616,0.466,V
PALM,1.025,0.2,-0.019,Away from you,0.162,0.69,-0.067,0.702,V
PINKY,-0.757,0.344,0.476,Towards you,-0.272,-0.502,0.016,0.821,V
RING,-0.919,0.077,0.314,Towards you,-0.306,-0.551,-0.188,0.753,V
MIDDLE,-0.912,-0.199,0.309,Towards you,-0.182,-0.528,-0.265,0.786,W
THUMB,0.516,-0.882,0.14,Towards you,0.57,-0.203,-0.619,0.501,W
INDEX,-0.0,-0.0,-0.0,Right,-0.608,-0.183,-0.616,0.466,W
PALM,1.018,0.197,-0.026,Away from you,0.16,0.691,-0.069,0.702,W
PINKY,-0.765,0.347,0.473,Towards you,-0.294,-0.503,0.006,0.813,W
RING,-0.922,0.092,0.304,Towards you,-0.319,-0.55,-0.195,0.747,W
MIDDLE,-0.899,-0.172,0.319,Towards you,-0.19,-0.529,-0.266,0.783,W
THUMB,0.492,-0.904,0.173,Towards you,0.568,-0.201,-0.616,0.508,W
INDEX,-0.0,-0.0,-0.0,Right,-0.608,-0.183,-0.616,0.466,W
PALM,1.028,0.178,-0.012,Away from you,0.16,0.693,-0.077,0.699,W
PINKY,-0.79,0.345,0.442,Towards you,-0.315,-0.51,-0.004,0.801,W
RING,-0.903,0.093,0.277,Towards you,-0.332,-0.551,-0.204,0.738,W
MIDDLE,-0.909,-0.181,0.313,Towards you,-0.199,-0.528,-0.269,0.781,W
THUMB,0.506,-0.888,0.146,Towards you,0.558,-0.201,-0.618,0.515,W
INDEX,-0.0,-0.0,-0.0,Right,-0.608,-0.183,-0.616,0.466,W
PALM,1.027,0.163,-0.025,Away from you,0.16,0.695,-0.081,0.696,W
PINKY,-0.764,0.354,0.462,Towards you,-0.34,-0.503,-0.013,0.794,W
RING,-0.922,0.095,0.309,Right,-0.349,-0.543,-0.206,0.736,W
MIDDLE,-0.91,-0.175,0.328,Towards you,-0.207,-0.52,-0.267,0.784,W
PINKY,-0.834,0.352,0.287,Right,-0.709,-0.457,-0.375,0.384,W
RING,-0.944,0.133,-0.004,Right,-0.487,-0.582,-0.399,0.515,W
MIDDLE,-0.966,-0.084,0.092,Towards you,-0.082,-0.662,-0.137,0.732,W
